;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shipment Creation/Booking Date (Year);Shipment Creation/Booking Date (Year/Month);Shipment Creation/Booking Date (Day);Link to myKN Track;Invoice Numbers;KN Origin Reference;Shipment Tracking Number;HBL/HAWB/COMMREF;MAWB/OBL/MANIFEST#;ABO;Origin Office Location Code;Origin Office Country Code;Destination Office Location Code;Destination Office Country Code;Shipper Name;Shipper Street;Shipper ZIP Code;Shipper City;Shipper Country;Shipper Country / UN Code;Consignee Name;Consignee Street;Consignee ZIP Code;Consignee City;Consignee Country;Consignee Country / UN Code;Delivery Terms;Delivery Terms (Location);Mode of Transport;Shipment Type;Carrier Code (SCAC);Flight / Vessel;Departure;Departure (UN Code);Departure (Country UN Code);Destination;Destination (UN Code);Destination (Country UN Code);Container Movement Code;Container Types;Container Number(s);No of TEU;No of 20 ft;No of 40 ft;No of 40 ft HC;No of 45 ft;Volume (m3);Gross weight (kgs);Chargeable Weight (kgs);Packages;Spend in EUR;Spend per TEU;Spend per m3;Spend per kg;Spend per chargeable kg - Air only;Spend per package;Status 0100 / Booking date;Status 0300 / Ready at Supplier;Status 0500 / Pick up date;Status 1000 / Received at KN origin;Status 1065 / Container at CY;Status 1300 / Departure date;Status 1400 / Arrival date;Status 1405 Container Discharged (Sea) / Checked in Carrier (Air);Status 1600 / Customs clearance date;Status 2210 / Released to 3rd party;Status 3000 / Delivery date;Latest Process Name;Latest Sts Code of Latest Process;Latest Sts Name of Latest Process
2024;2024/08;08/08/2024;View in myKN Track;I24092207505;1000-0000-000.000;5013343317;2033625808923;;TBC;NLRTM;NL;#####;##;KAMASKLO;VYSOKÉ MÝTO DRÁBY 890;566 01;VYSOKE MYTO-MESTO;CZECH REPUBLIC;CZ;Avenlux Almacen;C/ de la Cierva 9;08184;PALAU-SOLITÀ I PLEGAMANS;SPAIN;ES;EXW;;Road;Road Shipment (house);;;Vysoke Myto-mesto;;CZ;Palau-solità I Plegamans;;ES;N/A;;;0;0;0;0;0;6,53;600,00;;4;471,08;;72,16;0,79;;117,77;08/08/2024;16/08/2024;19/08/2024;;;22/08/2024;22/08/2024;;;;23/08/2024;Delivered/Closed;3060;POD Available
2024;2024/08;08/08/2024;View in myKN Track;I24092207506;2220-7013-408.052-01;RWM004157619;0933625807544;;;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;STOXEL LTD;ODRIN 128 STR;1303;SOFIA;BULGARIA;BG;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Sofia;;BG;N/A;;;0;0;0;0;0;0,65;254,00;;1;125,04;;191,49;0,49;;125,04;;;12/08/2024;12/08/2024;;16/08/2024;21/08/2024;;;;26/08/2024;Delivered/Closed;3060;POD Available
2024;2024/08;08/08/2024;View in myKN Track;I24082202709;2220-7035-408.054-01;RWM004157610;0933625806748;;;ESBCN;ES;DEBKB;DE;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;BHS;LUDWIG-ERHARD-STRASSE 38;28197;BREMEN;GERMANY;DE;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Bremen;;DE;N/A;;;0;0;0;0;0;1,06;583,00;;1;155,32;;147,08;0,27;;155,32;;;12/08/2024;12/08/2024;;14/08/2024;;;;;15/08/2024;Delivered/Closed;3000;Delivered to Consignee OK
2024;2024/08;08/08/2024;View in myKN Track;I24082203269;2220-7080-408.058-01;5013355253;;;;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;PW HOBBY (ODDZIAŁ KOŁACZKOWO);UL. UŁAŃSKA 9,;89-200;KOLACZKOWO;POLAND;PL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Kolaczkowo;;PL;N/A;;;0;0;0;0;0;11,34;5.944,00;;6;944,59;;83,31;0,16;;157,4316667;08/08/2024;;;12/08/2024;;14/08/2024;14/08/2024;;;;14/08/2024;Delivered/Closed;3060;POD Available
2024;2024/08;08/08/2024;View in myKN Track;"I24092207507; I24102201296";2220-7091-408.055-01;RWM004157631;0933625806773;;;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;AQUAART S.R.O;JÉGÉHO 6 BRATI 82108 BRATISLAVA II;821 08;BRATISLAVA;SLOVAKIA;SK;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Bratislava;;SK;N/A;;;0;0;0;0;0;0,80;198,00;;1;166,30;;208,66;0,84;;166,3;;;12/08/2024;12/08/2024;;14/08/2024;15/08/2024;;;;27/08/2024;Delivered/Closed;3060;POD Available
2024;2024/08;09/08/2024;View in myKN Track;I24092200359;2220-8891-409.070-01;RWM004162822;;;;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;DISTRI PROAN S L (NOVOPET);CALLE MORSE 38;28906;GETAFE;SPAIN;ES;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Getafe;;ES;N/A;;;0;0;0;0;0;0,86;580,00;;1;111,00;;128,47;0,19;;111;;;12/08/2024;;;11/08/2024;;;;;14/08/2024;Delivered/Closed;3000;Delivered to Consignee OK
2024;2024/08;16/08/2024;View in myKN Track;I24082204258;1000-0000-000.000;RWM004193594;;;1231234;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;PCJM CONCEPT - MOBILIÁRIO;RUA GENERAL HUMBERTO DELGADO 570;4765-089;OLIVEIRA SAO MATEUS;PORTUGAL;PT;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Oliveira Sao Mateus;;PT;N/A;;;0;0;0;0;0;7,15;4.095,00;;4;435,23;;60,85;0,11;;108,8075;;;20/08/2024;20/08/2024;;23/08/2024;27/08/2024;;;;27/08/2024;Delivered/Closed;3000;Delivered to Consignee OK
2024;2024/08;22/08/2024;View in myKN Track;I24082204829;1000-0000-000.000;RWM004220687;0933625812269;;SO240207;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;INVITAL ROSTLINNA-AKVARIA.CZ;JASELSKÁ 2942/31;746 01;OPAVA;CZECH REPUBLIC;CZ;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Opava;;CZ;N/A;;;0;0;0;0;0;3,26;650,00;;2;284,78;;87,25;0,44;;142,39;;;;;;27/08/2024;29/08/2024;;;;02/09/2024;Delivered/Closed;3060;POD Available
2024;2024/08;22/08/2024;View in myKN Track;I24092207466;2220-7112-408.110-01;5013450596;;;;ESBCN;ES;GBBGK;GB;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;J&K AQUATICS;MARKET WAY;TA6 6DF;NORTH PETHERTON;UNITED KINGDOM;GB;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;North Petherton;;GB;N/A;;;0;0;0;0;0;7,68;8.182,00;;8;757,16;;98,59;0,09;;94,645;22/08/2024;;23/08/2024;23/08/2024;;29/08/2024;;;29/08/2024;;03/09/2024;Delivered/Closed;3060;POD Available
2024;2024/08;28/08/2024;View in myKN Track;I24092207459;1000-0000-000.000;RWM004250760;0933625826073;;A240264;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;AKVARIEBODEN AS;INDUSTRIVEIEN 10;4331;ALGARD;NORWAY;NO;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Algard;;NO;N/A;;;0;0;0;0;0;1,34;120,00;;1;288,45;;214,62;2,40;;288,45;;;;;;21/09/2024;25/09/2024;;;;26/09/2024;Delivered/Closed;3000;Delivered to Consignee OK
2024;2024/09;02/09/2024;View in myKN Track;I24092202232;1000-0000-000.000;RWM004273504;;;;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;NATTEC - WHOLESALE OF AQUARIUM;WROCŁAWSKA 33D;55-220;MILOSZYCE;POLAND;PL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Miloszyce;;PL;N/A;;;0;0;0;0;0;1,02;431,00;;1;154,21;;151,48;0,36;;154,21;;;;;;07/09/2024;11/09/2024;;;;11/09/2024;Delivered/Closed;3060;POD Available
2024;2024/09;12/09/2024;View in myKN Track;I24092203642;2220-7677-409.053-01;5013645787;;;CAMION COMPLETO ORIGEN POLONIA;ESBCN;ES;#####;##;KOSD WROCŁAW SPÓŁKA Z OGRANICZONĄ;KOMUNY PARYSKIEJ 50;55-050;SOBOTKA;POLAND;PL;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;FCA;;Road;Road Shipment (house);;;Sobotka;;PL;Palau-solita I Plegamans;;ES;N/A;;;0;0;0;0;0;;20.000,00;;20;2.750,00;;;0,14;;137,5;12/09/2024;;13/09/2024;;;12/09/2024;;;;;18/09/2024;Delivered/Closed;3060;POD Available
2024;2024/09;17/09/2024;View in myKN Track;I24092207458;1000-0000-000.000;RWM004357082;;;SO240236;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;REEF PARK;KANAŁOWA 35A,;87-100;TORUN;POLAND;PL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Torun;;PL;N/A;;;0;0;0;0;0;1,92;850,00;;1;260,92;;135,90;0,31;;260,92;;;;;;24/09/2024;25/09/2024;;;;25/09/2024;Delivered/Closed;3060;POD Available
2024;2024/09;18/09/2024;View in myKN Track;I24092207457;1000-0000-000.000;RWM004364776;;;A240474;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;REEF PARK;KANAŁOWA 35A,;87-100;TORUN;POLAND;PL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Torun;;PL;N/A;;;0;0;0;0;0;0,86;150,00;;1;130,67;;151,24;0,87;;130,67;;;;;;24/09/2024;25/09/2024;;;;25/09/2024;Delivered/Closed;3060;POD Available
2024;2024/09;19/09/2024;View in myKN Track;I24092207456;2220-7112-409.113-01;RWM004365145;;;SO240220;ESBCN;ES;GBBGK;GB;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;J & K AQUATICS - WHOLESALE AQUATIC;MARKET WAY;TA6 6DF;NORTH PETHERTON;UNITED KINGDOM;GB;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;North Petherton;;GB;N/A;;;0;0;0;0;0;9,79;3.869,00;;6;1.034,71;;105,67;0,27;;172,4516667;;;23/09/2024;23/09/2024;;25/09/2024;;;27/09/2024;;30/09/2024;Delivered/Closed;3060;POD Available
2024;2024/09;25/09/2024;View in myKN Track;I24102208734;0101-7095-409.065-01;5013777668;2800004044798;;"REF: EUROPEAN AQUARISTICS SPAIN; TBC";DEBKB;DE;#####;##;BHS SPEDITION UND LOGISTIK GMB;LUDWIG-ERHARD-STR. 38;28197;BREMEN;GERMANY;DE;AVENLUX GLOBAL SL;CARRER DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;EXW;;Road;Road Shipment (house);;;Bremen;;DE;Palau-solita I Plegamans;;ES;N/A;;;0;0;0;0;0;2,04;810,00;;1;176,14;;86,34;0,22;;176,14;;;26/09/2024;26/09/2024;;02/10/2024;30/09/2024;;;;03/10/2024;Delivered/Closed;3060;POD Available
2024;2024/10;03/10/2024;View in myKN Track;I24102208563;1000-0000-000.000;RWM004445651;0933625834636;;A240506;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;MACRANDA SRL;STRADA LIVEZII 63;400139;CLUJ-NAPOCA;ROMANIA;RO;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Cluj-napoca;;RO;N/A;;;0;0;0;0;0;0,38;46,00;;1;102,46;;266,82;2,23;;102,46;;;;;;08/10/2024;10/10/2024;;;;11/10/2024;Delivered/Closed;3060;POD Available
2024;2024/10;04/10/2024;View in myKN Track;I24102208560;1000-0000-000.000;RWM004446990;;;"A240508; IOR:000";NLRTM;NL;GBBGK;GB;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;J & K AQUATICS LTD;MARKET WAY;TA6 6DF;BRIDGWATER;UNITED KINGDOM;GB;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Bridgwater;;GB;N/A;;;0;0;0;0;0;1,23;357,00;;1;251,34;;204,51;0,70;;251,34;30/10/2024;;;;;08/10/2024;04/10/2024;;29/10/2024;;30/10/2024;Delivered/Closed;3000;Delivered to Consignee OK
2024;2024/10;10/10/2024;View in myKN Track;I24102208547;2220-7018-410.063-02;RWM004482636;0933625838886;;;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;STÖCKL SPOL. S.R.O.;NAD OBCÍ I 33;140 00;PRAGUE;CZECH REPUBLIC;CZ;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Prague;;CZ;N/A;;;0;0;0;0;0;0,38;32,50;;1;67,65;;176,17;2,08;;67,65;;;11/10/2024;11/10/2024;;15/10/2024;16/10/2024;;;;17/10/2024;Delivered/Closed;3060;POD Available
2024;2024/10;10/10/2024;View in myKN Track;I24102208562;2220-7080-410.058-02;RWM004485084;;;A240534;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;P.W. HOBBY PIOTR MATUSZEWSKI;UŁAŃSKA 9;89-200;SZUBIN;POLAND;PL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Szubin;;PL;N/A;;;0;0;0;0;0;4,55;2.961,00;;3;696,37;;153,05;0,24;;232,1233333;;;11/10/2024;11/10/2024;;17/10/2024;17/10/2024;;;;17/10/2024;Delivered/Closed;3060;POD Available
2024;2024/10;14/10/2024;View in myKN Track;I24102208736;2220-7059-410.059-01;RWM004499781;0933625840941;;A240537-38;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;SEAHORSE AQUARIUMS LTD;22 IE UNIT 3, ST JOAN?S IND ES;DUBLIN22;DUBLIN 22;IRELAND;IE;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Dublin 22;;IE;N/A;;;0;0;0;0;0;3,53;1.907,00;;3;572,93;;162,17;0,30;;190,9766667;;;16/10/2024;16/10/2024;;18/10/2024;23/10/2024;;;;24/10/2024;Delivered/Closed;3000;Delivered to Consignee OK
2024;2024/10;17/10/2024;View in myKN Track;I24102208540;2220-7163-410.060-01;5014015288;0933625841555;;;ESBCN;ES;DEHHV;DE;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;E. A. EUROPEAN AQUARISTICS GMB;DEICHSTR. 189;27804;BERNE;GERMANY;DE;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Berne;;DE;N/A;;;0;0;0;0;0;3,36;2.360,00;;2;475,06;;141,39;0,20;;237,53;17/10/2024;;18/10/2024;06/11/2024;;19/10/2024;;;;;;Delivered/Closed;3055;Done by forwarding
2024;2024/10;17/10/2024;View in myKN Track;I24112207237;2220-8505-410.121-01;5014015265;;;A240535;ESBCN;ES;#####;##;E. A. EUROPEAN AQUARISTICS GMBH;Deichstr. 189;27804;BERNE;GERMANY;DE;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;EXW;;Road;Road Shipment (house);;;Berne;;DE;Palau-solita I Plegamans;;ES;N/A;;;0;0;0;0;0;3,36;2.360,00;;2;31,51;;9,38;0,01;;15,755;17/10/2024;;;;;;;;;;18/10/2024;Delivered/Closed;3060;POD Available
2024;2024/10;21/10/2024;View in myKN Track;I24102208533;2220-7020-410.055-01;RWM004541389;0933625844210;;A240551;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;INVITAL ROSTLINNA-AKVARIA.CZ;JASELSKÁ 2942/31;746 01;OPAVA;CZECH REPUBLIC;CZ;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Opava;;CZ;N/A;;;0;0;0;0;0;2,51;1.560,00;;2;408,47;;163,00;0,26;;204,235;;;22/10/2024;22/10/2024;;24/10/2024;29/10/2024;;;;30/10/2024;Delivered/Closed;3060;POD Available
2024;2024/10;22/10/2024;View in myKN Track;I24102208528;1000-0000-000.000;RWM004550107;;;A240550;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;NATTEC - WHOLESALE OF AQUARIUM;WROCŁAWSKA 33D;55-220;MILOSZYCE;POLAND;PL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Miloszyce;;PL;N/A;;;0;0;0;0;0;1,57;756,00;;1;203,34;;129,93;0,27;;203,34;;;;;;26/10/2024;30/10/2024;;;;30/10/2024;Delivered/Closed;3060;POD Available
2024;2024/11;04/11/2024;View in myKN Track;I24112207236;2220-7112-411.073-06;RWM004614854;;;S0240272;ESBCN;ES;GBBGK;GB;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;J & K AQUATICS LTD;MARKET WAY;TA6 6DF;BRIDGWATER;UNITED KINGDOM;GB;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Bridgwater;;GB;N/A;;;0;0;0;0;0;34,85;9.262,00;;9;1.299,03;;37,28;0,14;;144,3366667;19/11/2024;;07/11/2024;07/11/2024;;14/11/2024;;;18/11/2024;;20/11/2024;Delivered/Closed;3060;POD Available
2024;2024/11;06/11/2024;View in myKN Track;I24112201578;2220-7024-411.066-02;RWM004634953;;;A240575;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;BIOTOPO;OOSTERSCHELDEKERING 9 ARNHEM 9;6846 AP;ARNHEM;NETHERLANDS;NL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Arnhem;;NL;N/A;;;0;0;0;0;0;0,45;67,00;;1;62,69;;139,93;0,94;;62,69;;;07/11/2024;07/11/2024;;12/11/2024;12/11/2024;;;;20/11/2024;Delivered/Closed;3060;POD Available
2024;2024/11;07/11/2024;View in myKN Track;I24112201581;1000-0000-000.000;RWM004644198;;;A240576;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;DE WASE VIJVERWINKEL;HEIHOEKSTRAAT 223;9100;SINT-NIKLAAS;BELGIUM;BE;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Sint-niklaas;;BE;N/A;;;0;0;0;0;0;0,86;405,00;;1;127,20;;147,22;0,31;;127,2;;;;;;09/11/2024;12/11/2024;;;;;Arrived/Import Process;1410;Unloaded KN depot
2024;2024/11;08/11/2024;View in myKN Track;I24112204866;1000-0000-000.000;RWM004651735;;;"A240577; V";NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;AZAQUA;LANGE BAAN 8 C;8331 LW;STEENWIJK;NETHERLANDS;NL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Steenwijk;;NL;N/A;;;0;0;0;0;0;0,88;360,00;;1;114,84;;130,06;0,32;;114,84;;;;;;13/11/2024;14/11/2024;;;;18/11/2024;Delivered/Closed;3060;POD Available
2024;2024/11;12/11/2024;View in myKN Track;I24112204865;1000-0000-000.000;RWM004659139;0933625855256;;A240581;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;JON HANSSON;KLØVERVÆNGET 4 KASTRUP;2770;KASTRUP;DENMARK;DK;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Kastrup;;DK;N/A;;;0;0;0;0;0;0,74;120,00;;1;130,46;;175,35;1,09;;130,46;;;;;;18/11/2024;18/11/2024;;;;19/11/2024;Delivered/Closed;3060;POD Available
2024;2024/11;14/11/2024;View in myKN Track;I24112204862;2220-7185-411.063-10;5014290227;;;A240576;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;DE WASE VIJVERWINKEL;HEIHOEKSTRAAT 223;9100;SINT-NIKLAAS;BELGIUM;BE;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Sint-niklaas;;BE;N/A;;;0;0;0;0;0;0,86;405,00;;1;127,20;;147,22;0,31;;127,2;14/11/2024;;;;;15/11/2024;19/11/2024;;;;21/11/2024;Delivered/Closed;3060;POD Available
2024;2024/11;19/11/2024;View in myKN Track;I24112205655;1000-0000-000.000;RWM004708896;;;A240601;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;PETER VAN KOOTEN;PLASWEG 62;3768 AN;SOEST;NETHERLANDS;NL;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Soest;;NL;N/A;;;0;0;0;0;0;0,19;89,00;;1;56,80;;295,83;0,64;;56,8;;;;;;23/11/2024;26/11/2024;;;;29/11/2024;Delivered/Closed;3060;POD Available
2024;2024/11;20/11/2024;View in myKN Track;I24112207235;2220-7057-411.072-01;RWM004717848;0933625860773;;A240604;ESBCN;ES;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;GREEN AQUA KFT;THAN KAROLY STREET 1119 BUDAPEST HU;1119;BUDAPEST;HUNGARY;HU;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Budapest;;HU;N/A;;;0;0;0;0;0;0,91;445,00;;1;141,07;;154,68;0,32;;141,07;;;21/11/2024;21/11/2024;;23/11/2024;27/11/2024;;;;28/11/2024;Delivered/Closed;3000;Delivered to Consignee OK
2024;2024/11;22/11/2024;View in myKN Track;I25012202542;1000-0000-000.000;RWM004730595;0933625864079;;A240609;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;DANTE APPELGREN;6700 LIMITA TA BINGEMMA , BEERSHEBA;RBT 1000;IR-RABAT;MALTA;MT;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Ir-rabat;;MT;N/A;;;0;0;0;0;0;0,05;10,00;;1;78,04;;1.472,45;7,80;;78,04;;;;;;24/01/2025;10/12/2024;;;;;Delivered/Closed;3060;POD Available
2024;2024/11;25/11/2024;View in myKN Track;I25012202539;1000-0000-000.000;RWM004743767;0933625864064;;A240618;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;ROGER ANDERSSON;FRIDHEMSTORGET 22, LGH 1203;217 53;MALMÖ;SWEDEN;SE;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Malmö;;SE;N/A;;;0;0;0;0;0;0,19;57,00;;1;80,17;;417,55;1,41;;80,17;;;;;;29/11/2024;05/12/2024;;;;10/01/2025;Delivered/Closed;3000;Delivered to Consignee OK
2024;2024/11;25/11/2024;View in myKN Track;I25012202540;1000-0000-000.000;RWM004736932;0933625866655;;A240612;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;FORAGROBIO;SUMSKA 9/3-1 SUBÓTICA 0;24000;SUBOTICA;SERBIA;RS;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Subotica;;RS;N/A;;;0;0;0;0;0;2,06;830,00;;1;404,18;;195,82;0,49;;404,18;;;;;;17/12/2024;16/12/2024;;18/12/2024;;18/12/2024;Delivered/Closed;3060;POD Available
2024;2024/11;26/11/2024;View in myKN Track;I24122201796;1000-0000-000.000;RWM004751657;;;A240621;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;THOMAS JESPERS;RUE BODEGHEM 43A;1000;BRUXELLES;BELGIUM;BE;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Bruxelles;;BE;N/A;;;0;0;0;0;0;0,38;30,00;;1;66,20;;172,40;2,21;;66,2;;;;;;04/12/2024;03/12/2024;;;;05/12/2024;Delivered/Closed;3000;Delivered to Consignee OK
2024;2024/11;26/11/2024;View in myKN Track;I25012202538;1000-0000-000.000;RWM004750319;0935503368747;;A240620;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;AQUAART S.R.O;SLADKOVI?OVA 12 LIPANY 1;082 71;LIPANY;SLOVAKIA;SK;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Lipany;;SK;N/A;;;0;0;0;0;0;0,19;64,00;;1;83,38;;434,27;1,30;;83,38;;;;;;06/12/2024;05/12/2024;;;;10/12/2024;Delivered/Closed;3060;POD Available
2024;2024/11;28/11/2024;View in myKN Track;I25012202550;1000-0000-000.000;RWM004764096;0933625868325;;A240627;NLRTM;NL;#####;##;WIOECO DESIGN SL;CALLE DE LA CIERVA 9;08184;PALAU-SOLITA I PLEGAMANS;SPAIN;ES;JOSE FLUXA;SÖDRA KUNGSGATAN 30B GÄVLE, GÄ;802 52;GÄVLE;SWEDEN;SE;DAP;;Road;Road Shipment (house);;;Palau-solita I Plegamans;;ES;Gävle;;SE;N/A;;;0;0;0;0;0;0,31;50,00;;1;139,26;;446,35;2,79;;139,26;;;;;;06/12/2024;10/12/2024;;;;16/12/2024;Delivered/Closed;3060;POD Available
